Time_s,Power_W,Python_Baseline_degC,Python_HydraCore_degC,Elmer_FEM_Steady_degC
31.700000000000003,379.2322866943167,27.012606498228653,26.923633322970556,53.52
31.75,392.55391225825764,27.00760565039974,26.918725424760627,53.52
31.8,390.00917187624384,27.002610167271552,26.913822552140132,53.52
31.85,375.22444755201457,26.99761344951747,26.9089178765127,53.52
31.900000000000002,385.9933230542923,26.992646514293202,26.90404408454649,53.52
31.950000000000003,392.51387123371796,26.98769519868141,26.89918609914098,53.52
32.0,674.9589207831795,26.98304267104066,26.89464092224,53.52
32.050000000000004,708.150402885699,26.978326788082004,26.890025994421553,53.52
32.1,690.0606436158123,26.97358866174191,26.885386271997515,53.52
32.15,708.5589800288974,26.968888316915077,26.880785737335096,53.52
32.2,377.3674084345749,26.963854960421195,26.875835251429276,53.52
32.25,366.95117899335486,26.958952076736477,26.871024329241433,53.52
32.300000000000004,368.7245756211684,26.95407159497532,26.866237239320117,53.52
32.35,385.4808494666139,26.949220509130004,26.86148053062497,53.52
32.4,387.5972250172149,26.9443777422004,26.85673188147454,53.52
32.45,375.95683374895594,26.939534708223924,26.85198239329028,53.52
32.5,709.5788868816607,26.935049572788746,26.847607911812467,53.52
32.550000000000004,675.0771990659656,26.930411899807385,26.843069677944094,53.52
32.6,699.0088030202902,26.92582032702528,26.838578892371064,53.52
32.65,681.8347570035631,26.921214204374188,26.834072138895248,53.52
32.7,378.48163892197846,26.916316611709572,26.8292592765574,53.52
32.75,385.4739867131642,26.91155653803104,26.824593173078625,53.52
32.800000000000004,376.3958663471605,26.906800365890614,26.819931271670384,53.52
32.85,381.1544445577018,26.90206500227525,26.815290812032888,53.52
32.9,395.0629280921445,26.897354462082504,26.81067586666649,53.52
