Time_s,Power_W,OpenFOAM_Junction_Temp_degC,Baseline_NoPCM_degC,Uniform_PCM_degC
31.44,894.021130325903,80.68498723897292,27.038108878240575,26.948971675701248
31.52,704.8624952873266,80.71749921697884,27.030237298329833,26.941237340781658
31.6,698.0478541844848,80.74811894516257,27.02246444627061,26.933618458032917
31.68,385.96995964992726,80.77678303321541,27.01429033508566,26.925560634476046
31.76,390.9515702543692,80.80343293820293,27.006282158614372,26.917698622017554
31.84,376.81779316766534,80.8280151130658,26.99828721503792,26.909849410329667
31.92,405.9238727568547,80.85048114249635,26.990372046497157,26.902085321195475
32.0,684.9097392775045,80.87078786584797,26.982869317599047,26.894766667833693
32.08,681.787170808184,80.88889748676671,26.975281752578773,26.887337121400854
32.160000000000004,396.5811087350007,80.90477766926803,26.96732587249466,26.879502401937863
32.24,392.9166269396294,80.91840162001645,26.95951209818524,26.871835972752987
32.32,391.2411981705216,80.92974815659987,26.951731522787902,26.864204524338863
32.4,391.28345509264284,80.93880176162628,26.943984155485346,26.85660680592202
32.480000000000004,384.8775322715309,80.94555262250626,26.936260102957853,26.8490318981728
32.56,686.5411844277126,80.94999665682084,26.928993606223546,26.841953594438678
